method_id,checkpoint_seed,checkpoint_variant,sequence_index,task_index,task_cost_pddl
myopic_dqn_greedy,16,best,5,47,850.0
myopic_dqn_greedy,16,best,5,48,0.0
myopic_dqn_greedy,16,best,5,49,0.0
myopic_dqn_greedy,16,best,6,0,700.0
myopic_dqn_greedy,16,best,6,1,0.0
myopic_dqn_greedy,16,best,6,2,300.0
myopic_dqn_greedy,16,best,6,3,0.0
myopic_dqn_greedy,16,best,6,4,1775.0
myopic_dqn_greedy,16,best,6,5,0.0
myopic_dqn_greedy,16,best,6,6,1300.0
myopic_dqn_greedy,16,best,6,7,0.0
myopic_dqn_greedy,16,best,6,8,1300.0
myopic_dqn_greedy,16,best,6,9,1300.0
myopic_dqn_greedy,16,best,6,10,800.0
myopic_dqn_greedy,16,best,6,11,400.0
myopic_dqn_greedy,16,best,6,12,2750.0
myopic_dqn_greedy,16,best,6,13,2075.0
myopic_dqn_greedy,16,best,6,14,0.0
myopic_dqn_greedy,16,best,6,15,0.0
myopic_dqn_greedy,16,best,6,16,0.0
myopic_dqn_greedy,16,best,6,17,1300.0
myopic_dqn_greedy,16,best,6,18,400.0
myopic_dqn_greedy,16,best,6,19,1400.0
myopic_dqn_greedy,16,best,6,20,1300.0
myopic_dqn_greedy,16,best,6,21,0.0
myopic_dqn_greedy,16,best,6,22,2075.0
myopic_dqn_greedy,16,best,6,23,400.0
myopic_dqn_greedy,16,best,6,24,0.0
myopic_dqn_greedy,16,best,6,25,0.0
myopic_dqn_greedy,16,best,6,26,0.0
myopic_dqn_greedy,16,best,6,27,2700.0
myopic_dqn_greedy,16,best,6,28,2850.0
myopic_dqn_greedy,16,best,6,29,0.0
myopic_dqn_greedy,16,best,6,30,2075.0
myopic_dqn_greedy,16,best,6,31,1300.0
myopic_dqn_greedy,16,best,6,32,0.0
myopic_dqn_greedy,16,best,6,33,2075.0
myopic_dqn_greedy,16,best,6,34,2850.0
myopic_dqn_greedy,16,best,6,35,2075.0
myopic_dqn_greedy,16,best,6,36,0.0
myopic_dqn_greedy,16,best,6,37,0.0
myopic_dqn_greedy,16,best,6,38,0.0
myopic_dqn_greedy,16,best,6,39,2075.0
myopic_dqn_greedy,16,best,6,40,2075.0
myopic_dqn_greedy,16,best,6,41,2075.0
myopic_dqn_greedy,16,best,6,42,0.0
myopic_dqn_greedy,16,best,6,43,2075.0
myopic_dqn_greedy,16,best,6,44,2075.0
myopic_dqn_greedy,16,best,6,45,2850.0
myopic_dqn_greedy,16,best,6,46,250.0
myopic_dqn_greedy,16,best,6,47,2100.0
myopic_dqn_greedy,16,best,6,48,0.0
myopic_dqn_greedy,16,best,6,49,2075.0
myopic_dqn_greedy,16,best,7,0,1600.0
myopic_dqn_greedy,16,best,7,1,6400.0
myopic_dqn_greedy,16,best,7,2,1475.0
myopic_dqn_greedy,16,best,7,3,6400.0
myopic_dqn_greedy,16,best,7,4,800.0
myopic_dqn_greedy,16,best,7,5,1875.0
myopic_dqn_greedy,16,best,7,6,2075.0
myopic_dqn_greedy,16,best,7,7,2900.0
myopic_dqn_greedy,16,best,7,8,10025.0
myopic_dqn_greedy,16,best,7,9,2125.0
myopic_dqn_greedy,16,best,7,10,2075.0
myopic_dqn_greedy,16,best,7,11,1775.0
myopic_dqn_greedy,16,best,7,12,1600.0
myopic_dqn_greedy,16,best,7,13,3075.0
myopic_dqn_greedy,16,best,7,14,1775.0
myopic_dqn_greedy,16,best,7,15,3075.0
myopic_dqn_greedy,16,best,7,16,2900.0
myopic_dqn_greedy,16,best,7,17,2075.0
myopic_dqn_greedy,16,best,7,18,1300.0
myopic_dqn_greedy,16,best,7,19,2075.0
myopic_dqn_greedy,16,best,7,20,2900.0
myopic_dqn_greedy,16,best,7,21,2900.0
myopic_dqn_greedy,16,best,7,22,1775.0
myopic_dqn_greedy,16,best,7,23,875.0
myopic_dqn_greedy,16,best,7,24,2750.0
myopic_dqn_greedy,16,best,7,25,3400.0
myopic_dqn_greedy,16,best,7,26,3200.0
myopic_dqn_greedy,16,best,7,27,3200.0
myopic_dqn_greedy,16,best,7,28,3200.0
myopic_dqn_greedy,16,best,7,29,3200.0
myopic_dqn_greedy,16,best,7,30,3200.0
myopic_dqn_greedy,16,best,7,31,3200.0
myopic_dqn_greedy,16,best,7,32,3200.0
myopic_dqn_greedy,16,best,7,33,3200.0
myopic_dqn_greedy,16,best,7,34,10700.0
myopic_dqn_greedy,16,best,7,35,3200.0
myopic_dqn_greedy,16,best,7,36,3200.0
myopic_dqn_greedy,16,best,7,37,0.0
myopic_dqn_greedy,16,best,7,38,3200.0
myopic_dqn_greedy,16,best,7,39,3200.0
myopic_dqn_greedy,16,best,7,40,3200.0
myopic_dqn_greedy,16,best,7,41,3200.0
myopic_dqn_greedy,16,best,7,42,3200.0
myopic_dqn_greedy,16,best,7,43,3200.0
myopic_dqn_greedy,16,best,7,44,3200.0
myopic_dqn_greedy,16,best,7,45,3200.0
myopic_dqn_greedy,16,best,7,46,10700.0
myopic_dqn_greedy,16,best,7,47,1600.0
myopic_dqn_greedy,16,best,7,48,3200.0
myopic_dqn_greedy,16,best,7,49,3200.0
myopic_dqn_greedy,16,best,8,0,700.0
myopic_dqn_greedy,16,best,8,1,0.0
myopic_dqn_greedy,16,best,8,2,0.0
myopic_dqn_greedy,16,best,8,3,0.0
myopic_dqn_greedy,16,best,8,4,1475.0
myopic_dqn_greedy,16,best,8,5,6400.0
myopic_dqn_greedy,16,best,8,6,1300.0
myopic_dqn_greedy,16,best,8,7,800.0
myopic_dqn_greedy,16,best,8,8,2650.0
myopic_dqn_greedy,16,best,8,9,2850.0
myopic_dqn_greedy,16,best,8,10,0.0
myopic_dqn_greedy,16,best,8,11,2850.0
myopic_dqn_greedy,16,best,8,12,2850.0
myopic_dqn_greedy,16,best,8,13,2850.0
myopic_dqn_greedy,16,best,8,14,0.0
myopic_dqn_greedy,16,best,8,15,2850.0
myopic_dqn_greedy,16,best,8,16,2075.0
myopic_dqn_greedy,16,best,8,17,900.0
myopic_dqn_greedy,16,best,8,18,2075.0
myopic_dqn_greedy,16,best,8,19,2075.0
myopic_dqn_greedy,16,best,8,20,850.0
myopic_dqn_greedy,16,best,8,21,2275.0
myopic_dqn_greedy,16,best,8,22,10325.0
myopic_dqn_greedy,16,best,8,23,6400.0
myopic_dqn_greedy,16,best,8,24,3250.0
myopic_dqn_greedy,16,best,8,25,2850.0
myopic_dqn_greedy,16,best,8,26,2075.0
myopic_dqn_greedy,16,best,8,27,2075.0
myopic_dqn_greedy,16,best,8,28,1675.0
myopic_dqn_greedy,16,best,8,29,1925.0
myopic_dqn_greedy,16,best,8,30,475.0
myopic_dqn_greedy,16,best,8,31,0.0
myopic_dqn_greedy,16,best,8,32,2275.0
myopic_dqn_greedy,16,best,8,33,2075.0
myopic_dqn_greedy,16,best,8,34,2075.0
myopic_dqn_greedy,16,best,8,35,2075.0
myopic_dqn_greedy,16,best,8,36,2075.0
myopic_dqn_greedy,16,best,8,37,0.0
myopic_dqn_greedy,16,best,8,38,0.0
myopic_dqn_greedy,16,best,8,39,1300.0
myopic_dqn_greedy,16,best,8,40,1300.0
myopic_dqn_greedy,16,best,8,41,900.0
myopic_dqn_greedy,16,best,8,42,2275.0
myopic_dqn_greedy,16,best,8,43,2850.0
myopic_dqn_greedy,16,best,8,44,2850.0
myopic_dqn_greedy,16,best,8,45,0.0
myopic_dqn_greedy,16,best,8,46,0.0
myopic_dqn_greedy,16,best,8,47,2850.0
myopic_dqn_greedy,16,best,8,48,2850.0
myopic_dqn_greedy,16,best,8,49,0.0
myopic_dqn_greedy,16,best,9,0,1600.0
myopic_dqn_greedy,16,best,9,1,1475.0
myopic_dqn_greedy,16,best,9,2,6400.0
myopic_dqn_greedy,16,best,9,3,1300.0
myopic_dqn_greedy,16,best,9,4,800.0
myopic_dqn_greedy,16,best,9,5,1875.0
myopic_dqn_greedy,16,best,9,6,2075.0
myopic_dqn_greedy,16,best,9,7,2075.0
myopic_dqn_greedy,16,best,9,8,700.0
myopic_dqn_greedy,16,best,9,9,2175.0
myopic_dqn_greedy,16,best,9,10,3375.0
myopic_dqn_greedy,16,best,9,11,3200.0
myopic_dqn_greedy,16,best,9,12,3200.0
myopic_dqn_greedy,16,best,9,13,3200.0
myopic_dqn_greedy,16,best,9,14,450.0
myopic_dqn_greedy,16,best,9,15,2750.0
myopic_dqn_greedy,16,best,9,16,2850.0
myopic_dqn_greedy,16,best,9,17,2850.0
myopic_dqn_greedy,16,best,9,18,0.0
myopic_dqn_greedy,16,best,9,19,2850.0
myopic_dqn_greedy,16,best,9,20,3400.0
myopic_dqn_greedy,16,best,9,21,3200.0
myopic_dqn_greedy,16,best,9,22,3200.0
myopic_dqn_greedy,16,best,9,23,3200.0
myopic_dqn_greedy,16,best,9,24,3200.0
myopic_dqn_greedy,16,best,9,25,3200.0
myopic_dqn_greedy,16,best,9,26,10700.0
myopic_dqn_greedy,16,best,9,27,11200.0
myopic_dqn_greedy,16,best,9,28,11200.0
myopic_dqn_greedy,16,best,9,29,3200.0
myopic_dqn_greedy,16,best,9,30,10700.0
myopic_dqn_greedy,16,best,9,31,3200.0
myopic_dqn_greedy,16,best,9,32,3200.0
myopic_dqn_greedy,16,best,9,33,3200.0
myopic_dqn_greedy,16,best,9,34,3200.0
myopic_dqn_greedy,16,best,9,35,450.0
myopic_dqn_greedy,16,best,9,36,0.0
myopic_dqn_greedy,16,best,9,37,1975.0
myopic_dqn_greedy,16,best,9,38,100.0
myopic_dqn_greedy,16,best,9,39,1975.0
myopic_dqn_greedy,16,best,9,40,2850.0
myopic_dqn_greedy,16,best,9,41,900.0
myopic_dqn_greedy,16,best,9,42,0.0
myopic_dqn_greedy,16,best,9,43,2275.0
myopic_dqn_greedy,16,best,9,44,1300.0
myopic_dqn_greedy,16,best,9,45,1300.0
myopic_dqn_greedy,16,best,9,46,1300.0
myopic_dqn_greedy,16,best,9,47,3250.0
myopic_dqn_greedy,16,best,9,48,250.0
myopic_dqn_greedy,16,best,9,49,1975.0
